Type,Local Number,Message,Field 1,Value 1,Units 1,Field 2,Value 2,Units 2,Field 3,Value 3,Units 3,Field 4,Value 4,Units 4,Field 5,Value 5,Units 5,Field 6,Value 6,Units 6,Field 7,Value 7,Units 7,Field 8,Value 8,Units 8,Field 9,Value 9,Units 9,
Data,5,record,timestamp,"999211888",s,position_lat,"477264400",semicircles,position_long,"-1254372518",semicircles,distance,"32291.05",m,altitude,"1633.0",m,enhanced_altitude,"1633.0",m,,,,,,,,,,
Data,5,record,timestamp,"999211898",s,position_lat,"477264640",semicircles,position_long,"-1254372280",semicircles,distance,"32293.86",m,altitude,"1633.0",m,enhanced_altitude,"1633.0",m,,,,,,,,,,
Data,5,record,timestamp,"999211908",s,position_lat,"477264997",semicircles,position_long,"-1254372042",semicircles,distance,"32297.61",m,altitude,"1632.8000000000002",m,enhanced_altitude,"1632.8000000000002",m,,,,,,,,,,
Data,5,record,timestamp,"999211918",s,position_lat,"477265236",semicircles,position_long,"-1254371684",semicircles,distance,"32301.0",m,altitude,"1632.8000000000002",m,enhanced_altitude,"1632.8000000000002",m,,,,,,,,,,
Data,5,record,timestamp,"999211928",s,position_lat,"477265355",semicircles,position_long,"-1254371326",semicircles,distance,"32303.79",m,altitude,"1632.8000000000002",m,enhanced_altitude,"1632.8000000000002",m,,,,,,,,,,
Data,5,record,timestamp,"999211938",s,position_lat,"477265473",semicircles,position_long,"-1254371087",semicircles,distance,"32305.82",m,altitude,"1632.6",m,enhanced_altitude,"1632.6",m,,,,,,,,,,
Data,5,record,timestamp,"999211948",s,position_lat,"477265473",semicircles,position_long,"-1254370729",semicircles,distance,"32308.38",m,altitude,"1632.6",m,enhanced_altitude,"1632.6",m,,,,,,,,,,
Data,5,record,timestamp,"999211958",s,position_lat,"477265473",semicircles,position_long,"-1254370252",semicircles,distance,"32311.79",m,altitude,"1632.6",m,enhanced_altitude,"1632.6",m,,,,,,,,,,
Data,5,record,timestamp,"999211968",s,position_lat,"477265594",semicircles,position_long,"-1254369775",semicircles,distance,"32315.38",m,altitude,"1632.6",m,enhanced_altitude,"1632.6",m,,,,,,,,,,
Data,5,record,timestamp,"999211978",s,position_lat,"477265594",semicircles,position_long,"-1254369179",semicircles,distance,"32319.64",m,altitude,"1632.6",m,enhanced_altitude,"1632.6",m,,,,,,,,,,
Data,5,record,timestamp,"999211988",s,position_lat,"477265713",semicircles,position_long,"-1254368821",semicircles,distance,"32322.43",m,altitude,"1632.4",m,enhanced_altitude,"1632.4",m,,,,,,,,,,
Data,5,record,timestamp,"999211998",s,position_lat,"477265952",semicircles,position_long,"-1254368582",semicircles,distance,"32325.24",m,altitude,"1632.4",m,enhanced_altitude,"1632.4",m,,,,,,,,,,
Data,5,record,timestamp,"999212008",s,position_lat,"477265952",semicircles,position_long,"-1254368343",semicircles,distance,"32326.94",m,altitude,"1632.4",m,enhanced_altitude,"1632.4",m,,,,,,,,,,
Data,5,record,timestamp,"999212018",s,position_lat,"477266071",semicircles,position_long,"-1254367985",semicircles,distance,"32329.73",m,altitude,"1632.4",m,enhanced_altitude,"1632.4",m,,,,,,,,,,
Data,5,record,timestamp,"999212028",s,position_lat,"477266190",semicircles,position_long,"-1254367628",semicircles,distance,"32332.52",m,altitude,"1632.1999999999998",m,enhanced_altitude,"1632.1999999999998",m,,,,,,,,,,
Data,5,record,timestamp,"999212038",s,position_lat,"477266310",semicircles,position_long,"-1254367389",semicircles,distance,"32334.56",m,altitude,"1632.1999999999998",m,enhanced_altitude,"1632.1999999999998",m,,,,,,,,,,
Data,5,record,timestamp,"999212048",s,position_lat,"477266668",semicircles,position_long,"-1254366912",semicircles,distance,"32339.33",m,altitude,"1632.1999999999998",m,enhanced_altitude,"1632.1999999999998",m,,,,,,,,,,
Data,5,record,timestamp,"999212058",s,position_lat,"477266906",semicircles,position_long,"-1254366315",semicircles,distance,"32344.14",m,altitude,"1632.0",m,enhanced_altitude,"1632.0",m,,,,,,,,,,
Data,5,record,timestamp,"999212068",s,position_lat,"477267145",semicircles,position_long,"-1254366077",semicircles,distance,"32346.95",m,altitude,"1632.0",m,enhanced_altitude,"1632.0",m,,,,,,,,,,
Data,5,record,timestamp,"999212078",s,position_lat,"477267264",semicircles,position_long,"-1254365838",semicircles,distance,"32348.98",m,altitude,"1632.0",m,enhanced_altitude,"1632.0",m,,,,,,,,,,
Data,5,record,timestamp,"999212088",s,position_lat,"477267503",semicircles,position_long,"-1254365361",semicircles,distance,"32353.06",m,altitude,"1631.8000000000002",m,enhanced_altitude,"1631.8000000000002",m,,,,,,,,,,
Data,5,record,timestamp,"999212098",s,position_lat,"477267622",semicircles,position_long,"-1254365122",semicircles,distance,"32355.09",m,altitude,"1631.8000000000002",m,enhanced_altitude,"1631.8000000000002",m,,,,,,,,,,
Data,5,record,timestamp,"999212108",s,position_lat,"477268219",semicircles,position_long,"-1254364287",semicircles,distance,"32363.26",m,altitude,"1631.6",m,enhanced_altitude,"1631.6",m,,,,,,,,,,
Data,5,record,timestamp,"999212128",s,position_lat,"477268577",semicircles,position_long,"-1254364645",semicircles,distance,"32367.46",m,altitude,"1631.6",m,enhanced_altitude,"1631.6",m,,,,,,,,,,
Data,5,record,timestamp,"999212138",s,position_lat,"477269412",semicircles,position_long,"-1254365598",semicircles,distance,"32377.82",m,altitude,"1631.4",m,enhanced_altitude,"1631.4",m,,,,,,,,,,
Data,5,record,timestamp,"999212148",s,position_lat,"477270247",semicircles,position_long,"-1254366315",semicircles,distance,"32387.14",m,altitude,"1631.4",m,enhanced_altitude,"1631.4",m,,,,,,,,,,
Data,5,record,timestamp,"999212158",s,position_lat,"477270843",semicircles,position_long,"-1254366672",semicircles,distance,"32393.27",m,altitude,"1631.1999999999998",m,enhanced_altitude,"1631.1999999999998",m,,,,,,,,,,
Data,5,record,timestamp,"999212168",s,position_lat,"477271679",semicircles,position_long,"-1254367031",semicircles,distance,"32401.47",m,altitude,"1631.1999999999998",m,enhanced_altitude,"1631.1999999999998",m,,,,,,,,,,
Data,5,record,timestamp,"999212178",s,position_lat,"477272275",semicircles,position_long,"-1254367270",semicircles,distance,"32407.29",m,altitude,"1631.0",m,enhanced_altitude,"1631.0",m,,,,,,,,,,
Data,5,record,timestamp,"999212188",s,position_lat,"477272514",semicircles,position_long,"-1254367389",semicircles,distance,"32409.67",m,altitude,"1631.0",m,enhanced_altitude,"1631.0",m,,,,,,,,,,
Data,5,record,timestamp,"999212198",s,position_lat,"477273349",semicircles,position_long,"-1254367628",semicircles,distance,"32417.65",m,altitude,"1630.8000000000002",m,enhanced_altitude,"1630.8000000000002",m,,,,,,,,,,
Data,5,record,timestamp,"999212208",s,position_lat,"477273945",semicircles,position_long,"-1254367628",semicircles,distance,"32423.22",m,altitude,"1630.6",m,enhanced_altitude,"1630.6",m,,,,,,,,,,
Data,5,record,timestamp,"999212218",s,position_lat,"477274661",semicircles,position_long,"-1254367628",semicircles,distance,"32429.89",m,altitude,"1630.6",m,enhanced_altitude,"1630.6",m,,,,,,,,,,
Data,5,record,timestamp,"999212228",s,position_lat,"477275258",semicircles,position_long,"-1254367628",semicircles,distance,"32435.46",m,altitude,"1630.4",m,enhanced_altitude,"1630.4",m,,,,,,,,,,
Data,5,record,timestamp,"999212238",s,position_lat,"477276331",semicircles,position_long,"-1254367508",semicircles,distance,"32445.52",m,altitude,"1630.1999999999998",m,enhanced_altitude,"1630.1999999999998",m,,,,,,,,,,
Data,5,record,timestamp,"999212248",s,position_lat,"477277762",semicircles,position_long,"-1254367031",semicircles,distance,"32459.3",m,altitude,"1629.8000000000002",m,enhanced_altitude,"1629.8000000000002",m,,,,,,,,,,
Data,5,record,timestamp,"999212258",s,position_lat,"477279195",semicircles,position_long,"-1254366792",semicircles,distance,"32472.77",m,altitude,"1629.4",m,enhanced_altitude,"1629.4",m,,,,,,,,,,
Data,5,record,timestamp,"999212268",s,position_lat,"477280865",semicircles,position_long,"-1254366435",semicircles,distance,"32488.56",m,altitude,"1629.0",m,enhanced_altitude,"1629.0",m,,,,,,,,,,
Data,5,record,timestamp,"999212278",s,position_lat,"477282295",semicircles,position_long,"-1254366196",semicircles,distance,"32502.03",m,altitude,"1628.8000000000002",m,enhanced_altitude,"1628.8000000000002",m,,,,,,,,,,
Data,5,record,timestamp,"999212288",s,position_lat,"477282893",semicircles,position_long,"-1254366196",semicircles,distance,"32507.59",m,altitude,"1628.6",m,enhanced_altitude,"1628.6",m,,,,,,,,,,
Data,5,record,timestamp,"999212298",s,position_lat,"477283609",semicircles,position_long,"-1254366196",semicircles,distance,"32514.27",m,altitude,"1628.6",m,enhanced_altitude,"1628.6",m,,,,,,,,,,
Data,5,record,timestamp,"999212308",s,position_lat,"477285041",semicircles,position_long,"-1254366196",semicircles,distance,"32527.63",m,altitude,"1628.4",m,enhanced_altitude,"1628.4",m,,,,,,,,,,
Data,5,record,timestamp,"999212318",s,position_lat,"477285399",semicircles,position_long,"-1254366196",semicircles,distance,"32530.97",m,altitude,"1628.1999999999998",m,enhanced_altitude,"1628.1999999999998",m,,,,,,,,,,
Data,5,record,timestamp,"999212328",s,position_lat,"477286950",semicircles,position_long,"-1254366196",semicircles,distance,"32545.44",m,altitude,"1628.0",m,enhanced_altitude,"1628.0",m,,,,,,,,,,
Data,5,record,timestamp,"999212338",s,position_lat,"477287188",semicircles,position_long,"-1254366315",semicircles,distance,"32547.83",m,altitude,"1628.0",m,enhanced_altitude,"1628.0",m,,,,,,,,,,
Data,5,record,timestamp,"999212348",s,position_lat,"477288500",semicircles,position_long,"-1254366435",semicircles,distance,"32560.1",m,altitude,"1627.8000000000002",m,enhanced_altitude,"1627.8000000000002",m,,,,,,,,,,
Data,5,record,timestamp,"999212358",s,position_lat,"477290648",semicircles,position_long,"-1254366672",semicircles,distance,"32580.21",m,altitude,"1627.6",m,enhanced_altitude,"1627.6",m,,,,,,,,,,
Data,5,record,timestamp,"999212368",s,position_lat,"477292199",semicircles,position_long,"-1254366672",semicircles,distance,"32594.68",m,altitude,"1627.4",m,enhanced_altitude,"1627.4",m,,,,,,,,,,
Data,5,record,timestamp,"999212378",s,position_lat,"477293510",semicircles,position_long,"-1254367150",semicircles,distance,"32607.39",m,altitude,"1627.4",m,enhanced_altitude,"1627.4",m,,,,,,,,,,
Data,5,record,timestamp,"999212388",s,position_lat,"477294824",semicircles,position_long,"-1254367628",semicircles,distance,"32620.11",m,altitude,"1627.1999999999998",m,enhanced_altitude,"1627.1999999999998",m,,,,,,,,,,
Data,5,record,timestamp,"999212398",s,position_lat,"477296136",semicircles,position_long,"-1254368224",semicircles,distance,"32633.07",m,altitude,"1627.0",m,enhanced_altitude,"1627.0",m,,,,,,,,,,
Data,5,record,timestamp,"999212408",s,position_lat,"477296375",semicircles,position_long,"-1254368224",semicircles,distance,"32635.3",m,altitude,"1627.0",m,enhanced_altitude,"1627.0",m,,,,,,,,,,
Data,5,record,timestamp,"999212418",s,position_lat,"477297329",semicircles,position_long,"-1254368701",semicircles,distance,"32644.83",m,altitude,"1627.0",m,enhanced_altitude,"1627.0",m,,,,,,,,,,
Data,5,record,timestamp,"999212428",s,position_lat,"477297926",semicircles,position_long,"-1254368940",semicircles,distance,"32650.66",m,altitude,"1626.8000000000002",m,enhanced_altitude,"1626.8000000000002",m,,,,,,,,,,
Data,5,record,timestamp,"999212438",s,position_lat,"477298522",semicircles,position_long,"-1254368940",semicircles,distance,"32656.22",m,altitude,"1626.6",m,enhanced_altitude,"1626.6",m,,,,,,,,,,
Data,5,record,timestamp,"999212448",s,position_lat,"477299117",semicircles,position_long,"-1254368940",semicircles,distance,"32661.79",m,altitude,"1626.6",m,enhanced_altitude,"1626.6",m,,,,,,,,,,
Data,5,record,timestamp,"999212458",s,position_lat,"477300191",semicircles,position_long,"-1254369059",semicircles,distance,"32671.84",m,altitude,"1626.4",m,enhanced_altitude,"1626.4",m,,,,,,,,,,
Data,5,record,timestamp,"999212478",s,position_lat,"477300431",semicircles,position_long,"-1254367866",semicircles,distance,"32680.65",m,altitude,"1626.1999999999998",m,enhanced_altitude,"1626.1999999999998",m,,,,,,,,,,
Data,5,record,timestamp,"999212488",s,position_lat,"477300789",semicircles,position_long,"-1254367150",semicircles,distance,"32686.76",m,altitude,"1626.0",m,enhanced_altitude,"1626.0",m,,,,,,,,,,
Data,5,record,timestamp,"999212498",s,position_lat,"477301147",semicircles,position_long,"-1254366672",semicircles,distance,"32691.54",m,altitude,"1626.0",m,enhanced_altitude,"1626.0",m,,,,,,,,,,
Data,5,record,timestamp,"999212508",s,position_lat,"477301624",semicircles,position_long,"-1254366554",semicircles,distance,"32696.07",m,altitude,"1625.8000000000002",m,enhanced_altitude,"1625.8000000000002",m,,,,,,,,,,
Data,5,record,timestamp,"999212518",s,position_lat,"477302101",semicircles,position_long,"-1254366554",semicircles,distance,"32700.52",m,altitude,"1625.6",m,enhanced_altitude,"1625.6",m,,,,,,,,,,
Data,5,record,timestamp,"999212528",s,position_lat,"477302578",semicircles,position_long,"-1254366792",semicircles,distance,"32705.29",m,altitude,"1625.6",m,enhanced_altitude,"1625.6",m,,,,,,,,,,
Data,5,record,timestamp,"999212538",s,position_lat,"477302936",semicircles,position_long,"-1254367270",semicircles,distance,"32710.07",m,altitude,"1625.6",m,enhanced_altitude,"1625.6",m,,,,,,,,,,
Data,5,record,timestamp,"999212558",s,position_lat,"477303056",semicircles,position_long,"-1254367389",semicircles,distance,"32711.47",m,altitude,"1625.4",m,enhanced_altitude,"1625.4",m,,,,,,,,,,
Data,5,record,timestamp,"999212568",s,position_lat,"477303294",semicircles,position_long,"-1254368224",semicircles,distance,"32717.84",m,altitude,"1625.6",m,enhanced_altitude,"1625.6",m,,,,,,,,,,
Data,5,record,timestamp,"999212578",s,position_lat,"477303294",semicircles,position_long,"-1254368821",semicircles,distance,"32722.1",m,altitude,"1625.6",m,enhanced_altitude,"1625.6",m,,,,,,,,,,
Data,5,record,timestamp,"999212588",s,position_lat,"477303056",semicircles,position_long,"-1254369417",semicircles,distance,"32726.91",m,altitude,"1625.6",m,enhanced_altitude,"1625.6",m,,,,,,,,,,
Data,5,record,timestamp,"999212598",s,position_lat,"477302817",semicircles,position_long,"-1254369894",semicircles,distance,"32730.98",m,altitude,"1625.8000000000002",m,enhanced_altitude,"1625.8000000000002",m,,,,,,,,,,
Data,5,record,timestamp,"999212608",s,position_lat,"477302459",semicircles,position_long,"-1254370252",semicircles,distance,"32735.19",m,altitude,"1626.0",m,enhanced_altitude,"1626.0",m,,,,,,,,,,
Data,5,record,timestamp,"999212618",s,position_lat,"477301743",semicircles,position_long,"-1254370372",semicircles,distance,"32741.92",m,altitude,"1626.1999999999998",m,enhanced_altitude,"1626.1999999999998",m,,,,,,,,,,
Data,5,record,timestamp,"999212638",s,position_lat,"477301863",semicircles,position_long,"-1254370849",semicircles,distance,"32745.51",m,altitude,"1626.1999999999998",m,enhanced_altitude,"1626.1999999999998",m,,,,,,,,,,
Data,5,record,timestamp,"999212648",s,position_lat,"477301982",semicircles,position_long,"-1254371923",semicircles,distance,"32753.27",m,altitude,"1626.1999999999998",m,enhanced_altitude,"1626.1999999999998",m,,,,,,,,,,
Data,5,record,timestamp,"999212658",s,position_lat,"477302340",semicircles,position_long,"-1254372877",semicircles,distance,"32760.86",m,altitude,"1626.1999999999998",m,enhanced_altitude,"1626.1999999999998",m,,,,,,,,,,
Data,5,record,timestamp,"999212668",s,position_lat,"477302817",semicircles,position_long,"-1254373712",semicircles,distance,"32768.31",m,altitude,"1626.1999999999998",m,enhanced_altitude,"1626.1999999999998",m,,,,,,,,,,
Data,5,record,timestamp,"999212678",s,position_lat,"477303056",semicircles,position_long,"-1254374665",semicircles,distance,"32775.48",m,altitude,"1626.1999999999998",m,enhanced_altitude,"1626.1999999999998",m,,,,,,,,,,
Data,5,record,timestamp,"999212688",s,position_lat,"477303651",semicircles,position_long,"-1254375502",semicircles,distance,"32783.64",m,altitude,"1626.0",m,enhanced_altitude,"1626.0",m,,,,,,,,,,
Data,5,record,timestamp,"999212698",s,position_lat,"477304010",semicircles,position_long,"-1254376218",semicircles,distance,"32789.75",m,altitude,"1626.0",m,enhanced_altitude,"1626.0",m,,,,,,,,,,
Data,5,record,timestamp,"999212718",s,position_lat,"477304487",semicircles,position_long,"-1254376218",semicircles,distance,"32794.21",m,altitude,"1625.8000000000002",m,enhanced_altitude,"1625.8000000000002",m,,,,,,,,,,
Data,5,record,timestamp,"999212728",s,position_lat,"477304965",semicircles,position_long,"-1254376098",semicircles,distance,"32798.74",m,altitude,"1625.6",m,enhanced_altitude,"1625.6",m,,,,,,,,,,
Data,5,record,timestamp,"999212738",s,position_lat,"477305442",semicircles,position_long,"-1254376098",semicircles,distance,"32803.19",m,altitude,"1625.6",m,enhanced_altitude,"1625.6",m,,,,,,,,,,
Data,5,record,timestamp,"999212748",s,position_lat,"477305919",semicircles,position_long,"-1254375979",semicircles,distance,"32807.73",m,altitude,"1625.4",m,enhanced_altitude,"1625.4",m,,,,,,,,,,
Data,5,record,timestamp,"999212758",s,position_lat,"477306158",semicircles,position_long,"-1254375860",semicircles,distance,"32810.11",m,altitude,"1625.1999999999998",m,enhanced_altitude,"1625.1999999999998",m,,,,,,,,,,
Data,5,record,timestamp,"999212768",s,position_lat,"477306277",semicircles,position_long,"-1254375860",semicircles,distance,"32811.22",m,altitude,"1625.1999999999998",m,enhanced_altitude,"1625.1999999999998",m,,,,,,,,,,
Data,5,record,timestamp,"999212778",s,position_lat,"477306515",semicircles,position_long,"-1254375621",semicircles,distance,"32814.03",m,altitude,"1625.0",m,enhanced_altitude,"1625.0",m,,,,,,,,,,
Data,5,record,timestamp,"999212788",s,position_lat,"477306872",semicircles,position_long,"-1254375144",semicircles,distance,"32818.8",m,altitude,"1624.8000000000002",m,enhanced_altitude,"1624.8000000000002",m,,,,,,,,,,
Data,5,record,timestamp,"999212798",s,position_lat,"477307112",semicircles,position_long,"-1254374786",semicircles,distance,"32822.19",m,altitude,"1624.6",m,enhanced_altitude,"1624.6",m,,,,,,,,,,
Data,5,record,timestamp,"999212808",s,position_lat,"477307351",semicircles,position_long,"-1254374428",semicircles,distance,"32825.58",m,altitude,"1624.4",m,enhanced_altitude,"1624.4",m,,,,,,,,,,
Data,5,record,timestamp,"999212818",s,position_lat,"477307470",semicircles,position_long,"-1254374189",semicircles,distance,"32827.62",m,altitude,"1624.4",m,enhanced_altitude,"1624.4",m,,,,,,,,,,
Data,5,record,timestamp,"999212828",s,position_lat,"477307589",semicircles,position_long,"-1254374070",semicircles,distance,"32829.02",m,altitude,"1624.1999999999998",m,enhanced_altitude,"1624.1999999999998",m,,,,,,,,,,
Data,5,record,timestamp,"999212838",s,position_lat,"477307709",semicircles,position_long,"-1254373951",semicircles,distance,"32830.43",m,altitude,"1624.1999999999998",m,enhanced_altitude,"1624.1999999999998",m,,,,,,,,,,
Data,5,record,timestamp,"999212848",s,position_lat,"477307828",semicircles,position_long,"-1254373831",semicircles,distance,"32831.83",m,altitude,"1624.1999999999998",m,enhanced_altitude,"1624.1999999999998",m,,,,,,,,,,
Data,5,record,timestamp,"999212868",s,position_lat,"477312600",semicircles,position_long,"-1254373951",semicircles,distance,"32876.36",m,altitude,"1621.8000000000002",m,enhanced_altitude,"1621.8000000000002",m,,,,,,,,,,
Data,5,record,timestamp,"999212878",s,position_lat,"477319042",semicircles,position_long,"-1254373951",semicircles,distance,"32936.48",m,altitude,"1619.4",m,enhanced_altitude,"1619.4",m,,,,,,,,,,
Data,5,record,timestamp,"999212888",s,position_lat,"477326559",semicircles,position_long,"-1254374070",semicircles,distance,"33006.61",m,altitude,"1617.8000000000002",m,enhanced_altitude,"1617.8000000000002",m,,,,,,,,,,
Data,5,record,timestamp,"999212898",s,position_lat,"477349346",semicircles,position_long,"-1254374189",semicircles,distance,"33219.23",m,altitude,"1613.1999999999998",m,enhanced_altitude,"1613.1999999999998",m,,,,,,,,,,
Data,5,record,timestamp,"999212908",s,position_lat,"477379530",semicircles,position_long,"-1254374665",semicircles,distance,"33500.89",m,altitude,"1610.1999999999998",m,enhanced_altitude,"1610.1999999999998",m,,,,,,,,,,
Data,5,record,timestamp,"999212918",s,position_lat,"477390982",semicircles,position_long,"-1254374547",semicircles,distance,"33607.76",m,altitude,"1609.1999999999998",m,enhanced_altitude,"1609.1999999999998",m,,,,,,,,,,
Data,5,record,timestamp,"999212928",s,position_lat,"477392773",semicircles,position_long,"-1254374428",semicircles,distance,"33624.48",m,altitude,"1609.0",m,enhanced_altitude,"1609.0",m,,,,,,,,,,
Data,5,record,timestamp,"999212938",s,position_lat,"477393846",semicircles,position_long,"-1254374428",semicircles,distance,"33634.5",m,altitude,"1609.0",m,enhanced_altitude,"1609.0",m,,,,,,,,,,
Data,5,record,timestamp,"999212958",s,position_lat,"477393846",semicircles,position_long,"-1254383256",semicircles,distance,"33697.59",m,altitude,"1609.0",m,enhanced_altitude,"1609.0",m,,,,,,,,,,
Data,5,record,timestamp,"999212968",s,position_lat,"477393846",semicircles,position_long,"-1254386836",semicircles,distance,"33723.16",m,altitude,"1608.8000000000002",m,enhanced_altitude,"1608.8000000000002",m,,,,,,,,,,
Data,5,record,timestamp,"999212978",s,position_lat,"477393250",semicircles,position_long,"-1254386836",semicircles,distance,"33728.73",m,altitude,"1609.0",m,enhanced_altitude,"1609.0",m,,,,,,,,,,
Data,5,record,timestamp,"999212998",s,position_lat,"477393369",semicircles,position_long,"-1254399124",semicircles,distance,"33816.55",m,altitude,"1608.4",m,enhanced_altitude,"1608.4",m,,,,,,,,,,
Data,5,record,timestamp,"999213008",s,position_lat,"477393369",semicircles,position_long,"-1254411530",semicircles,distance,"33905.22",m,altitude,"1608.0",m,enhanced_altitude,"1608.0",m,,,,,,,,,,
Data,5,record,timestamp,"999213018",s,position_lat,"477393369",semicircles,position_long,"-1254423939",semicircles,distance,"33993.89",m,altitude,"1607.8000000000002",m,enhanced_altitude,"1607.8000000000002",m,,,,,,,,,,
Data,5,record,timestamp,"999213028",s,position_lat,"477393369",semicircles,position_long,"-1254436347",semicircles,distance,"34082.55",m,altitude,"1607.8000000000002",m,enhanced_altitude,"1607.8000000000002",m,,,,,,,,,,
Data,5,record,timestamp,"999213038",s,position_lat,"477393369",semicircles,position_long,"-1254448635",semicircles,distance,"34170.37",m,altitude,"1607.8000000000002",m,enhanced_altitude,"1607.8000000000002",m,,,,,,,,,,
Data,5,record,timestamp,"999213048",s,position_lat,"477393369",semicircles,position_long,"-1254461043",semicircles,distance,"34259.03",m,altitude,"1607.8000000000002",m,enhanced_altitude,"1607.8000000000002",m,,,,,,,,,,
Data,5,record,timestamp,"999213058",s,position_lat,"477393369",semicircles,position_long,"-1254473451",semicircles,distance,"34347.7",m,altitude,"1607.8000000000002",m,enhanced_altitude,"1607.8000000000002",m,,,,,,,,,,
Data,5,record,timestamp,"999213068",s,position_lat,"477393369",semicircles,position_long,"-1254486097",semicircles,distance,"34438.07",m,altitude,"1607.8000000000002",m,enhanced_altitude,"1607.8000000000002",m,,,,,,,,,,
Data,5,record,timestamp,"999213078",s,position_lat,"477393369",semicircles,position_long,"-1254498743",semicircles,distance,"34528.45",m,altitude,"1607.8000000000002",m,enhanced_altitude,"1607.8000000000002",m,,,,,,,,,,
Data,5,record,timestamp,"999213088",s,position_lat,"477393369",semicircles,position_long,"-1254511509",semicircles,distance,"34619.67",m,altitude,"1607.8000000000002",m,enhanced_altitude,"1607.8000000000002",m,,,,,,,,,,
Data,5,record,timestamp,"999213098",s,position_lat,"477393369",semicircles,position_long,"-1254524155",semicircles,distance,"34710.04",m,altitude,"1607.8000000000002",m,enhanced_altitude,"1607.8000000000002",m,,,,,,,,,,
Data,5,record,timestamp,"999213108",s,position_lat,"477393369",semicircles,position_long,"-1254536802",semicircles,distance,"34800.42",m,altitude,"1607.8000000000002",m,enhanced_altitude,"1607.8000000000002",m,,,,,,,,,,
Data,5,record,timestamp,"999213118",s,position_lat,"477393369",semicircles,position_long,"-1254549448",semicircles,distance,"34890.79",m,altitude,"1607.4",m,enhanced_altitude,"1607.4",m,,,,,,,,,,
Data,5,record,timestamp,"999213128",s,position_lat,"477393250",semicircles,position_long,"-1254562213",semicircles,distance,"34982.02",m,altitude,"1605.1999999999998",m,enhanced_altitude,"1605.1999999999998",m,,,,,,,,,,
Data,5,record,timestamp,"999213138",s,position_lat,"477393250",semicircles,position_long,"-1254574860",semicircles,distance,"35072.39",m,altitude,"1604.1999999999998",m,enhanced_altitude,"1604.1999999999998",m,,,,,,,,,,
Data,5,record,timestamp,"999213148",s,position_lat,"477393250",semicircles,position_long,"-1254587506",semicircles,distance,"35162.76",m,altitude,"1602.8000000000002",m,enhanced_altitude,"1602.8000000000002",m,,,,,,,,,,
Data,5,record,timestamp,"999213158",s,position_lat,"477393250",semicircles,position_long,"-1254600152",semicircles,distance,"35253.14",m,altitude,"1602.1999999999998",m,enhanced_altitude,"1602.1999999999998",m,,,,,,,,,,
Data,5,record,timestamp,"999213168",s,position_lat,"477402436",semicircles,position_long,"-1254600391",semicircles,distance,"35338.87",m,altitude,"1600.0",m,enhanced_altitude,"1600.0",m,,,,,,,,,,
Data,5,record,timestamp,"999213178",s,position_lat,"477407924",semicircles,position_long,"-1254600272",semicircles,distance,"35390.08",m,altitude,"1598.1999999999998",m,enhanced_altitude,"1598.1999999999998",m,,,,,,,,,,
Data,5,record,timestamp,"999213188",s,position_lat,"477413293",semicircles,position_long,"-1254600272",semicircles,distance,"35440.18",m,altitude,"1597.0",m,enhanced_altitude,"1597.0",m,,,,,,,,,,
Data,5,record,timestamp,"999213198",s,position_lat,"477421048",semicircles,position_long,"-1254600391",semicircles,distance,"35512.54",m,altitude,"1595.0",m,enhanced_altitude,"1595.0",m,,,,,,,,,,
Data,5,record,timestamp,"999213208",s,position_lat,"477428683",semicircles,position_long,"-1254600630",semicircles,distance,"35583.8",m,altitude,"1594.4",m,enhanced_altitude,"1594.4",m,,,,,,,,,,
Data,5,record,timestamp,"999213218",s,position_lat,"477436438",semicircles,position_long,"-1254600868",semicircles,distance,"35656.18",m,altitude,"1593.4",m,enhanced_altitude,"1593.4",m,,,,,,,,,,
Data,5,record,timestamp,"999213228",s,position_lat,"477443358",semicircles,position_long,"-1254600749",semicircles,distance,"35720.75",m,altitude,"1592.6",m,enhanced_altitude,"1592.6",m,,,,,,,,,,
Data,5,record,timestamp,"999213238",s,position_lat,"477450993",semicircles,position_long,"-1254600152",semicircles,distance,"35792.12",m,altitude,"1591.8000000000002",m,enhanced_altitude,"1591.8000000000002",m,,,,,,,,,,
Data,5,record,timestamp,"999213248",s,position_lat,"477459225",semicircles,position_long,"-1254600152",semicircles,distance,"35868.93",m,altitude,"1590.8000000000002",m,enhanced_altitude,"1590.8000000000002",m,,,,,,,,,,
Data,5,record,timestamp,"999213258",s,position_lat,"477467457",semicircles,position_long,"-1254600033",semicircles,distance,"35945.75",m,altitude,"1589.8000000000002",m,enhanced_altitude,"1589.8000000000002",m,,,,,,,,,,
Data,5,record,timestamp,"999213268",s,position_lat,"477471872",semicircles,position_long,"-1254598721",semicircles,distance,"35987.99",m,altitude,"1589.4",m,enhanced_altitude,"1589.4",m,,,,,,,,,,
Data,5,record,timestamp,"999213278",s,position_lat,"477475332",semicircles,position_long,"-1254598601",semicircles,distance,"36020.28",m,altitude,"1589.0",m,enhanced_altitude,"1589.0",m,,,,,,,,,,
Data,5,record,timestamp,"999213288",s,position_lat,"477477598",semicircles,position_long,"-1254598840",semicircles,distance,"36041.5",m,altitude,"1588.6",m,enhanced_altitude,"1588.6",m,,,,,,,,,,
